LicenseNo,WIPlantNo,BusinessName,DBA,BusinessPhone,StreetAddress,City,StateZip,County,Municipality,GradeBProcessing1,GradeAPermitAuthorization,GeneralProcessing,SpecificProcessing,CheeseManufactured,VarianceStatus,VarianceDate
563431,55-1963,Tria Frog Treats LLC,,(920) 421-3382,"N1788 Lily of the Valley Dr Ste I
",Greenville,"WI, 54942",Outagamie ,Town of Greenville,"Grade B Processing <= 1,000,000 lbs product per year",,"Custom Processing, Retail Store",Drying Operation,,,
123117,55-1899,Troy Derosier,Crystal Ball Farms,(715) 294-4090,"527 State Road 35
",Osceola,"WI, 54020",Polk ,Town of Farmington,"Grade B Processing <= 1,000,000 lbs product per year","Grade A Processing <= 2,000,000 lbs. milk received per year","Bovine Milk, Custom Processing","Butter Processing, Cheese Processing, Fluid Milk, Frozen Dairy Products","Cheddar, Colby",,
331353,55-99,Truvant Foods NA LLC,Truvant North,(608) 203-6409 x1144,"801 E Prairie St
",Boscobel,"WI, 53805",Grant ,City of Boscobel,"Grade B Processing > 1,000,000 lbs product per year",,,Cut/Wrap/Shred,"Asiago, Cheddar, Colby, Gouda, Monterey/Monterey Jack, Mozzarella, Muenster (Munster)",,
331352,55-9013,Truvant Foods NA LLC,Truvant South,(608) 203-6409 x1144,"305 1st St
",Boscobel,"WI, 53805",Grant ,City of Boscobel,"Grade B Processing > 1,000,000 lbs product per year",,,Cut/Wrap/Shred,"Brick, Cheddar, Colby, Gouda, Mozzarella, Provolone",,
521308,55-1011,TTLF Inc.,Sargento Cheese Inc. ,(920) 893-8484,"460 S 8th St
",Hilbert,"WI, 54129",Calumet ,Village of Hilbert,"Grade B Processing > 1,000,000 lbs product per year",,"ACaSS, Bovine Milk",Cut/Wrap/Shred,,,
521309,55-2711,TTLF Inc.,Sargento Cheese Inc. ,(920) 893-8484,"460 S 8th St
",Hilbert,"WI, 54129",Calumet ,Village of Hilbert,"Grade B Processing > 1,000,000 lbs product per year",,"ACaSS, Bovine Milk",Cut/Wrap/Shred,,,
521310,55-3377,TTLF Inc.,Sargento Cheese Inc. ,(920) 893-8484,"1 Persnickety Pl
",Kiel,"WI, 53042",Manitowoc ,City of Kiel,"Grade B Processing > 1,000,000 lbs product per year",,"ACaSS, Bovine Milk",Cut/Wrap/Shred,,,
515681,55-4288,TTLF Inc.,Sargento Cheese Inc. ,(920) 893-8484,"N5279 County Road G
",Saint Cloud,"WI, 53079",Fond du Lac ,Town of Forest,"Grade B Processing > 1,000,000 lbs product per year","Grade A Processing > 2,000,000 lbs. milk received per year, Grade A Receiving Station",Bovine Milk,"Brine System, Cheese Processing, Cream, Membrane Processing, Pasteurizer - HTST, Powder Mixing/Blending, Whey/Whey By Products",Mozzarella,,
521311,55-4911,TTLF Inc.,Sargento Cheese Inc. ,(920) 893-8484,"1 Persnickety Pl
",Plymouth,"WI, 53073",Sheboygan ,City of Plymouth,"Grade B Processing > 1,000,000 lbs product per year",,"ACaSS, Bovine Milk",Cut/Wrap/Shred,,,
502031,55-613,Two Guernsey Girls Creamery LLC,Two Guernsey Girls Creamery LLC,(920) 810-1320,"W1872 County Rd UU
",Freedom,"WI, 54130",Outagamie ,Town of Freedom,"Grade B Processing <= 1,000,000 lbs product per year","Grade A Processing <= 2,000,000 lbs. milk received per year",Bovine Milk,"Cheese Processing, Pasteurizer - Batch, Single Service - Grade A",Cheddar,,
545610,55-615,Two Guernsey Girls Creamery LLC,Two Guernsey Girls Creamery LLC,(920) 810-1320,"N4006 Country Rd E
",Appleton,"WI, 54913",Outagamie ,Town of Freedom,"Grade B Processing <= 1,000,000 lbs product per year",,Retail Store,Frozen Dairy Products,,,
295877,55-405,UC Cheese LLC,Uplands Cheese,(608) 935-5558,"5023 State Road 23
",Dodgeville,"WI, 53533",Iowa ,Town of Dodgeville,"Grade B Processing <= 1,000,000 lbs product per year",,Bovine Milk,"Affinage (Aging), Cheese Processing, Cut/Wrap/Shred",Hard,,
122979,55-384,"Uncle Harry's Premium Frozen Food Products, Inc.",Noble Brothers Waterford Creamery,(262) 534-4757,"100 S Jefferson St
",Waterford,"WI, 53185",Racine ,Village of Waterford,"Grade B Processing <= 1,000,000 lbs product per year",,Bovine Milk,Frozen Dairy Products,,,
123080,55-1113,"Union Star, Corp.",,(920) 836-2804,"7742 County Road II
",Fremont,"WI, 54940",Winnebago ,Town of Wolf River,"Grade B Processing <= 1,000,000 lbs product per year",,Bovine Milk,"Brine System, Cheese Processing, Cut/Wrap/Shred","Brick, Cheddar, Colby, Monterey/Monterey Jack, Mozzarella",,
123088,55-1432,"Union Star, Corp.",Willow Creek Cheese,(920) 836-2804,"W1965 State Road 21
",Berlin,"WI, 54923",Waushara ,Town of Aurora,"Grade B Processing <= 1,000,000 lbs product per year",,Bovine Milk,"Affinage (Aging), Brine System, Cheese Processing, Cut/Wrap/Shred","Brick, Cheddar, Colby, Granular and Stirred Curd, Monterey/Monterey Jack, Mozzarella, Muenster (Munster), Other, Washed Curd and Soaked Curd",,
330930,55-903,Universal Investment Corporation (John Robertson),Roadside Ice Cream Diner,(715) 834-9323,"1160 Menomonie St
",Eau Claire,"WI, 54703",Eau Claire ,City of Eau Claire,"Grade B Processing <= 1,000,000 lbs product per year",,Bovine Milk,Frozen Dairy Products,,,
522497,55-371,UW River Falls,Falcon Creamery,(715) 425-4052,"410 S 3rd St
",River Falls,"WI, 54022",Pierce ,City of River Falls,"Grade B Processing <= 1,000,000 lbs product per year",,"Bovine Milk, Retail Store","Affinage (Aging), Brine System, Cheese Processing, Cut/Wrap/Shred, Frozen Dairy Products, Pasteurizer - Batch, Pasteurizer - HTST","Asiago, Bleu, Brick, Cheddar, Colby, Cold Pack Cheese/Cheese Food, Edam, Gouda, Hard, Monterey/Monterey Jack, Mozzarella, Muenster (Munster), Other, Parmesan and Reggiano, Semisoft, Swiss and Emmentaler, Washed Curd and Soaked Curd",,
510748,55-1554,"V & V Supremo Foods, Inc.",V & V Supremo Foods - Arena,(608) 753-2311,"6415 County Road H
",Arena,"WI, 53503",Iowa ,Town of Arena,"Grade B Processing > 1,000,000 lbs product per year",Grade A Receiving Station,Bovine Milk,"Brine System, Cheese Processing, Cut/Wrap/Shred, Pasteurizer - HTST",Other,,
514096,55-1124,"V&V Supremo Foods, Inc",,(608) 439-5211,"2923 Mayer Rd
",Browntown,"WI, 53522",Lafayette ,Town of Wayne,"Grade B Processing > 1,000,000 lbs product per year",Grade A Receiving Station,Bovine Milk,"Brine System, Cheese Processing, Cut/Wrap/Shred, Other, Pasteurizer - HTST",,,
331853,55-618,Vesperman Farms LLC,Vesperman Farms ,(608) 885-0314,"8149 Stage Rd
",Lancaster,"WI, 53813",Grant ,Town of South Lancaster,"Grade B Processing <= 1,000,000 lbs product per year",,Bovine Milk,Frozen Dairy Products,,,
310503,55-253,Wakker Cheese LLC,Wakker Cheese,(920) 388-6500,"409 Milwaukee St
",Kewaunee,"WI, 54216",Kewaunee ,City of Kewaunee,"Grade B Processing <= 1,000,000 lbs product per year",,,"Affinage (Aging), Brine System, Cut/Wrap/Shred, Pasteurizer - Batch",,,
122901,55-254,"Webers Farm Store, Inc.",Weber Farm Store,(715) 384-5639,"9706 County Road H
",Marshfield,"WI, 54449",Wood ,Town of Lincoln,"Grade B Processing <= 1,000,000 lbs product per year","Grade A Processing > 2,000,000 lbs. milk received per year","Bovine Milk, Retail Store","Cream, Cut/Wrap/Shred, Fluid Milk, Other, Pasteurizer - HTST",,,
313359,55-358,"West Point Dairy Products, LLC",Alcam Creamery,(715) 267-5182,"142 E Hazeltine  St
",Richland Center,"WI, 53581",Richland ,City of Richland Center,"Grade B Processing > 1,000,000 lbs product per year",,Bovine Milk,Butter Processing,,,
122973,55-372,Westby Cooperative Creamery,Westby Cooperative Creamery,(608) 634-3181,"615 N Main St
",Westby,"WI, 54667",Vernon ,City of Westby,"Grade B Processing > 1,000,000 lbs product per year","Grade A Processing > 2,000,000 lbs. milk received per year, Grade A Receiving Station","Bovine Milk, Custom Processing, Retail Store","Cottage Cheese, Membrane Processing, Pasteurizer - Batch, Pasteurizer - HTST, Sour Cream, Whey/Whey By Products, Yogurt",Cream Cheese,,
332251,55-577,Weston School District,Weston School District,(608) 983-2380 x233,"E2511 County Road S
",Cazenovia,"WI, 53924",Sauk ,Town of Ironton,"Grade B Processing <= 1,000,000 lbs product per year",,Sheep Milk,"Frozen Dairy Products, Pasteurizer - Batch",,,
248445,55-40,"Weyauwega Cheese, LLC",Steve's Wholesale,(608) 837-8006,"109 S Thompson Rd
",Sun Prairie,"WI, 53590",Dane ,City of Sun Prairie,"Grade B Processing > 1,000,000 lbs product per year",,Bovine Milk,Cut/Wrap/Shred,,,
122819,55-56,"Weyauwega Star Dairy, Inc.",Knaus Cheese,(920) 922-5200,"N5722 County Road C
",Rosendale,"WI, 54974",Fond du Lac ,Town of Lamartine,"Grade B Processing > 1,000,000 lbs product per year",,Bovine Milk,Cut/Wrap/Shred,,,
123061,55-901,"Weyauwega Star Dairy, Inc.",,(920) 867-2870,"113 W Wisconsin St
",Weyauwega,"WI, 54983",Waupaca ,City of Weyauwega,"Grade B Processing > 1,000,000 lbs product per year",,Bovine Milk,"Brine System, Cheese Processing, Cut/Wrap/Shred","Asiago, Brick, Cheddar, Colby, Gouda, Monterey/Monterey Jack, Mozzarella, Parmesan and Reggiano, Provolone, Romano",,
270621,55-222,"White Hill Cheese Company, LLC","Prairie Farms Dairy, Inc.",(608) 502-0567,"110 Miner Way
",Shullsburg,"WI, 53586",Lafayette ,City of Shullsburg,"Grade B Processing > 1,000,000 lbs product per year",Grade A Receiving Station,Bovine Milk,"Cheese Processing, Membrane Processing, Pasteurizer - HTST","Gouda, Swiss and Emmentaler",,
324590,55-126,WI Cheese Partners- A Wisconsin Partnership,WI Cheese Partners,(920) 394-3433,"W4481 County Road GG
",Cambria,"WI, 53923",Green Lake ,Town of Manchester,"Grade B Processing <= 1,000,000 lbs product per year",,Goat Milk,Cut/Wrap/Shred,"Bleu, Gorgonzola",,
122873,55-150,"Widmer's Cheese Cellars, Inc.",Widmers Cheese Cellars Inc,(920) 488-2503,"214 W Henni St
",Theresa,"WI, 53091",Dodge ,Village of Theresa,"Grade B Processing <= 1,000,000 lbs product per year",,Bovine Milk,"Affinage (Aging), Brine System, Cheese Processing, Cut/Wrap/Shred","Brick, Cheddar, Colby",,
122884,55-201,William Lehner,Bleu Mont Dairy,,"3480 County Road F
",Blue Mounds,"WI, 53517",Dane ,Town of Vermont,"Grade B Processing <= 1,000,000 lbs product per year",,Bovine Milk,"Affinage (Aging), Cut/Wrap/Shred","Cheddar, Other",,
327206,55-444,"Winona Foods, Inc.",,(920) 662-2184,"1521 Brookfield Ave
",Howard,"WI, 54313",Brown ,Village of Howard,"Grade B Processing <= 1,000,000 lbs product per year",,Bovine Milk,Cut/Wrap/Shred,"Asiago, Cheddar, Colby, Gouda, Monterey/Monterey Jack, Mozzarella, Parmesan and Reggiano, Provolone, Romano, Swiss and Emmentaler",,
524056,55-931,Wisconsin Cheese Company LLC,Wisconsin Cheese Company,(608) 835-3000,"4647 State Road 138
",Oregon,"WI, 53575",Dane ,Town of Rutland,"Grade B Processing > 1,000,000 lbs product per year",,Bovine Milk,Cut/Wrap/Shred,,,
122786,55-11,"Wisconsin Cheese Group, LLC",,(608) 325-2012,"105 3rd St
",Monroe,"WI, 53566",Green ,City of Monroe,"Grade B Processing > 1,000,000 lbs product per year",,Bovine Milk,"Cheese Processing, Cut/Wrap/Shred, Process Cheese",Other,,
329160,55-215,"Wisconsin Cheese Group, LLC",,(608) 325-2012,"114 E Coates Ave
",Monticello,"WI, 53570",Green ,Village of Monticello,"Grade B Processing > 1,000,000 lbs product per year",,Bovine Milk,"Brine System, Cheese Processing, Cream, Cut/Wrap/Shred",Other,,
506316,55-1098,Wisconsin Dairy Distributing LLC,Wisconsin Dairy Distributing,(608) 444-3259,"504 Barnes Ave
",Waupun,"WI, 53963",Dodge ,City of Waupun,"Grade B Processing > 1,000,000 lbs product per year",,Bovine Milk,Cut/Wrap/Shred,,,
122788,55-15,"Wisconsin Pride Cheese Co., Inc.",Wisconsin Pride Cheese Co. Inc.,(608) 448-4405,"1042 E State St
",Mauston,"WI, 53948",Juneau ,City of Mauston,"Grade B Processing > 1,000,000 lbs product per year",,"Bovine Milk, Goat Milk, Sheep Milk","Brine System, Butter Processing, Cheese Processing, Whey/Whey By Products","Cheddar, Gouda, Other, Other, Parmesan and Reggiano, Swiss and Emmentaler",,
300022,55-195,Wisconsin Whey Protein Inc.,,(608) 776-2866 x1126,"160 Christensen Dr
",Darlington,"WI, 53530",Lafayette ,City of Darlington,"Grade B Processing > 1,000,000 lbs product per year",,Bovine Milk,"Cheese Processing, Membrane Processing, Whey/Whey By Products","Cheddar, Monterey/Monterey Jack, Other, Skim Milk for Mfg.",,
281806,55-205,Wisconsin Whey Protein Inc.,,(608) 776-2866 x1126,"461 Western Blvd
",Turtle Lake,"WI, 54889",Polk ,Village of Turtle Lake,"Grade B Processing > 1,000,000 lbs product per year",,Bovine Milk,"Condensary/Evap, Membrane Processing, Powder Mixing/Blending, Whey/Whey By Products",,,
562060,55-1631,"Wiskerchen Cheese, LLC",WISKERCHEN CHEESE LLC,(715) 652-2333,"5710 County Road H
",Auburndale,"WI, 54412",Wood ,Town of Auburndale,"Grade B Processing > 1,000,000 lbs product per year",,"Bovine Milk, Goat Milk","Brine System, Cheese Processing, Cream, Cut/Wrap/Shred, Pasteurizer - HHST, Whey/Whey By Products","Bleu, Gorgonzola, Other",,
328178,55-454,Wohlt Creamery,Ellsworth Cooperative Creamery - New London,(920) 982-9000,"1005 Orville Dr
",New London,"WI, 54961",Outagamie ,City of New London,"Grade B Processing > 1,000,000 lbs product per year",,Bovine Milk,,"Pasteurized Process Cheese/Cheese Food, Pasteurized Processed Cheese Spread",,
331496,55-1021,Wow Logistics Company,,(800) 236-3565,"2321 Engel Rd
",Wisconsin Rapids,"WI, 54495",Wood ,City of Wisconsin Rapids,"Grade B Processing <= 1,000,000 lbs product per year",,Bovine Milk,,,,
332090,55-174,"Yellowstone Cheese, LLC",Yellowstone Cheese LLC,(715) 289-3800,"24105 County Highway MM
",Cadott,"WI, 54727",Chippewa ,Town of Sigel,"Grade B Processing <= 1,000,000 lbs product per year",,"Bovine Milk, Retail Store","Cheese Processing, Pasteurizer - HTST","Cheddar, Colby, Monterey/Monterey Jack",,
123022,55-521,"Zimmerman Cheese, Inc.","Zimmerman Cheese, Inc",(608) 968-3414,"N6853 State Road 78
",South Wayne,"WI, 53587",Lafayette ,Town of Wiota,"Grade B Processing > 1,000,000 lbs product per year",Grade A Receiving Station,Bovine Milk,"Brine System, Cheese Processing, Membrane Processing, Pasteurizer - HTST, Whey/Whey By Products","Brick, Muenster (Munster)",,

