Record ID,State,Plant Code / License ID,Company / Licensee,Site Name,City,County,Address,License / Permit Type,Product Hint,Candidate Category,Priority,Confidence,Review Status,Source System,Source Date,Source URL,Source Evidence,Review Notes,Existing Atlas Check
PA-10000254,PA,10000254,LONGACRES MODERN DAIRY INC,LONGACRES MODERN DAIRY INC,Barto,,1445 Route 100,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10000606,PA,10000606,MANNING FARM DAIRY LLC,MANNING FARM DAIRY LLC,North Abington Twp,,131 Manning Rd,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10000136,PA,10000136,MAPLEHOFE DAIRY INC,MAPLEHOFE DAIRY INC,Quarryville,,799 Robert Fulton Hwy,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10000004,PA,10000004,MARBURGER FARM DAIRY INC,MARBURGER FARM DAIRY INC,Evans City,,1506 Mars Evans City Rd,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10003798,PA,10003798,MD & VA MILK PROD COOP ASSOC INC - MAOLA PHILADELPHIA,MD & VA MILK PROD COOP ASSOC INC - MAOLA PHILADELPHIA,Philadelphia,,10975 Dutton Rd,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10000014,PA,10000014,MERRYMEAD FARM INC,MERRYMEAD FARM INC,Lansdale,,2222 S Valley Forge Rd,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10000134,PA,10000134,MIDDLEBURY COOP MK PROD ASSN INC,MIDDLEBURY COOP MK PROD ASSN INC,Knoxville,,301 E Main St,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10004202,PA,10004202,MIDDLECREEK DAIRY LLC,MIDDLECREEK DAIRY LLC,Middleburg,,264 W Hollow Rd,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10002364,PA,10002364,"MILLER, AARON G","MILLER, AARON G",Quarryville,,523 Valley Rd,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10004124,PA,10004124,"MILLER, AMOS G","MILLER, AMOS G",Leola,,43 W Eby Rd,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10004772,PA,10004772,MILLIE'S ICE CREAM WORKS LLC,MILLIE'S ICE CREAM WORKS LLC,Homestead,,235 E 7th Ave,PA Milk Board licensed dealer; plant status requires review,Ice cream / frozen dairy or creamery,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10000111,PA,10000111,MONROE COUNTY MILK PRODUCERS COOP ASSN,MONROE COUNTY MILK PRODUCERS COOP ASSN,Blakeslee,,PO Box 1006,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10000077,PA,10000077,MT JOY FARMERS COOP ASSN,MT JOY FARMERS COOP ASSN,Mt Joy,,1471 West Main St,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10000167,PA,10000167,NEW ALBERTSONS L.P.,NEW ALBERTSONS L.P.,Hatfield,,847 Forty Foot Rd,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10004331,PA,10004331,NITTANY VALLEY CREAMERY,NITTANY VALLEY CREAMERY,Howard,,5565 Jacksonville Rd,PA Milk Board licensed dealer; plant status requires review,Ice cream / frozen dairy or creamery,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10000013,PA,10000013,NOAH W KREIDER & SONS LLP,NOAH W KREIDER & SONS LLP,Manheim,,1461 Lancaster Road,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10003267,PA,10003267,NORTH MOUNTAIN FARMS LLC,NORTH MOUNTAIN FARMS LLC,Chambersburg,,2300 Edenville Road,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10003622,PA,10003622,OAK SHADE CHEESE LLC,OAK SHADE CHEESE LLC,Kirkwood,,286 Reath Road,PA Milk Board licensed dealer; plant status requires review,Cheese / farmstead,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10004228,PA,10004228,OASIS CREAMERY LLC,OASIS CREAMERY LLC,Ronks,,60 N Ronks Road,PA Milk Board licensed dealer; plant status requires review,Ice cream / frozen dairy or creamery,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10004157,PA,10004157,OBERHOLTZER MELVIN H,OBERHOLTZER MELVIN H,Womelsdorf,,725 Church Rd,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10005518,PA,10005518,PAINTERLAND SISTERS LLC,PAINTERLAND SISTERS LLC,Lititz,,27 Lititz Run Rd,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10004336,PA,10004336,"PATCHES, MARK A","PATCHES, MARK A",Lebanon,,201 Fonderwhite Rd,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10004421,PA,10004421,PENN DAIRY LLC,PENN DAIRY LLC,Winfield,,7199 County Line Road,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10004821,PA,10004821,PENN VIEW FARM LLC,PENN VIEW FARM LLC,Perkasie,,1433 Broad St,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10004319,PA,10004319,PENNSYLVANIA NOBLE CHEESE LLC,PENNSYLVANIA NOBLE CHEESE LLC,Leola,,286 Zooks Lane,PA Milk Board licensed dealer; plant status requires review,Cheese / farmstead,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10002975,PA,10002975,PEQUEA VALLEY FARM LLC,PEQUEA VALLEY FARM LLC,Delta,,645 Broad St Ext,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10000011,PA,10000011,PERRYDELL FARM DAIRY INC,PERRYDELL FARM DAIRY INC,York,,90 Indian Rock Dam Rd,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10005342,PA,10005342,PERRYSTEAD DAIRY LLC,PERRYSTEAD DAIRY LLC,Philadelphia,,1639 N Hancock St Ste 103,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10000142,PA,10000142,PIONEER MILK PRODUCERS COOPERATIVE,PIONEER MILK PRODUCERS COOPERATIVE,Oxford,,148 Wilson Mill Rd,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10003383,PA,10003383,PITTSBURGH SPECIAL-T DAIRY LLC,PITTSBURGH SPECIAL-T DAIRY LLC,Pittsburgh,,1049 Jefferson Rd,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10003086,PA,10003086,POT-O-GOLD DAIRY LLC,POT-O-GOLD DAIRY LLC,Cambridge Springs,,24074 Wilkie Rd,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10004414,PA,10004414,"RICE, JASON D","RICE, JASON D",Kempton,,86 Wieder Rd,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10002285,PA,10002285,"RISSLER, CURVIN M","RISSLER, CURVIN M",New Enterprise,,1309 Lafayette Road,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10000206,PA,10000206,RITCHEYS DAIRY INC,RITCHEYS DAIRY INC,Martinsburg,,2130 Cross Cove Rd,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10005517,PA,10005517,ROCK POINT FARMS LLC,ROCK POINT FARMS LLC,Harrisburg,,125 Locust St,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10000149,PA,10000149,RUTTER BROS DAIRY INC,RUTTER BROS DAIRY INC,York,,2100 N George St,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10000057,PA,10000057,SCHNEIDERS DAIRY INC,SCHNEIDERS DAIRY INC,Pittsburgh,,726 Frank St,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10000303,PA,10000303,SCHREIBER FOODS INC,SCHREIBER FOODS INC,Shippensburg,,208 E Dykeman Rd,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10003446,PA,10003446,SEPTEMBER FARM LLC,SEPTEMBER FARM LLC,Honey Brook,,PO Box 127,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
PA-10000698,PA,10000698,SEVEN STARS FARM INC,SEVEN STARS FARM INC,Kimberton,,PO Box 954,PA Milk Board licensed dealer; plant status requires review,Dairy license candidate,PA licensed dealer review candidate,High,Medium,import_after_dedupe,Pennsylvania Milk Board,2024-04-23,https://www.pa.gov/content/dam/copapwp-pagov/en/pmb/documents/milk-marketing-board-assets/licensing/dealer/siteassets/default/dealer%20list%204.23.24.pdf,Licensed Dealer List as of 4/23/2024; parsed only in-state dairy/creamery/cheese/farm/processor-looking rows.,"PA source is a licensed dealer list, not a pure plant list. Keep as a state-license lead until verified as a physical dairy plant and deduped against IMS/USDA/state codes.",Not checked against app export
